X,100.0,200.0,300.0,0.0,4000.0,500.0,600.0,700.0,800.0,900.0,1000.0,1100.0,1200.0,1300.0,1400.0,1500.0,1600.0,1700.0,1800.0,1900.0,2000.0
multiplicationMethod,12.0,28.0,70.0,0.0,3488.0,185.0,251.0,324.0,391.0,474.0,554.0,645.0,741.0,825.0,921.0,1015.0,1109.0,1203.0,1311.0,1398.0,1500.0
divisionMethod,26.0,70.0,143.0,0.0,3808.0,300.0,389.0,488.0,582.0,681.0,785.0,919.0,1018.0,1059.0,1151.0,1253.0,1429.0,1524.0,1633.0,1662.0,1747.0
